Date,GSPC.Adjusted,PEP.Adjusted,JPM.Adjusted,BLK.Adjusted,PFE.Adjusted,C.Adjusted,MCO.Adjusted,GOOGL.Adjusted,WHR.Adjusted,NFLX.Adjusted
20/4/18,2670.139893,102.480003,111.470001,524.419983,36.275887,69.670296,163.599289,1077.319946,148.293442,327.769989
23/4/18,2670.290039,102.580002,110.93,519.849976,36.444241,69.152748,162.063232,1073.810059,149.236603,318.690002
24/4/18,2634.560059,101.440002,110.410004,513.700012,36.701729,68.794449,160.048416,1022.640015,154.835953,307.019989
25/4/18,2639.399902,101.150002,109.989998,512.219971,36.325401,69.03331,162.123077,1022.98999,154.359406,305.76001
26/4/18,2666.939941,103.260002,110.099998,522.719971,36.493755,68.854164,164.257584,1043.310059,154.726746,313.980011
27/4/18,2669.909912,101.709999,109.400002,524.650024,36.642307,68.665054,162.611816,1031.449951,156.613037,311.76001
30/4/18,2648.050049,100.940002,108.779999,521.5,36.256081,67.948441,161.783951,1018.580017,153.833221,312.459991
1/5/18,2654.800049,99.129997,108.779999,517.969971,35.057777,67.928543,163.738922,1040.75,154.796234,313.299988
2/5/18,2635.669922,97.230003,107.919998,514.789978,34.552708,67.669762,162.292648,1026.050049,153.128342,313.359985
3/5/18,2629.72998,97.599998,107.239998,511.670013,34.423962,67.620003,162.701584,1026.300049,150.646362,311.690002
4/5/18,2663.419922,98.989998,108.43,520.400024,34.503189,67.940002,165.883408,1051,152.195114,320.089996
7/5/18,2672.629883,98.230003,109.370003,523.599976,34.592319,68.5,166.960632,1059.459961,152.294388,326.26001
8/5/18,2671.919922,96.790001,110.989998,519.929993,34.641834,71,167.459351,1058.589966,152.870209,326.890015
9/5/18,2697.790039,96.160004,113.410004,531.349976,34.829998,71.949997,170.112534,1088.949951,153.485748,330.299988
10/5/18,2723.070068,97.269997,114.290001,536.26001,35.040001,72.57,173.334244,1105.469971,154.498383,329.600006
11/5/18,2727.719971,97.43,113.860001,540.429993,35.5,72.860001,173.603561,1103.380005,154.845871,326.459991
14/5/18,2730.129883,97.150002,113.900002,539.76001,35.860001,72.620003,171.558823,1106.599976,156.513763,328.529999
15/5/18,2711.449951,96.800003,113.029999,533.210022,35.689999,72.68,170.45166,1084.869995,156.126572,326.130005
