"PEP.Adjusted","JPM.Adjusted","BLK.Adjusted","PFE.Adjusted","GSPC.Adjusted","C.Adjusted","MCO.Adjusted","GOOGL.Adjusted","WHR.Adjusted","BA.Adjusted","NFLX.Adjusted","V.Adjusted"
109.900002,114.061584,557.52002,35.978786,2716.939941,72.576546,167.030472,1095.800049,156.126572,335.954102,317.5,124.709602
108.739998,114.161079,564.159973,35.919365,2711.929932,72.974663,166.781113,1094,157.099518,335.426758,316.480011,123.022308
107.940002,109.395248,539.419983,35.25584,2643.689941,69.978836,160.497269,1053.150024,154.359406,318.023529,306.700012,119.797485
106.150002,106.470085,521.130005,34.156574,2588.26001,67.580193,158.013641,1026.550049,151.529953,319.406647,300.940002,116.812286
106.809998,109.753433,540.719971,34.701256,2658.550049,69.451332,162.881134,1054.089966,152.334106,327.337097,320.350006,120.446449
107.639999,107.624229,532.109985,34.671543,2612.620117,67.958397,159.130768,1006.940002,151.698715,319.526062,300.690002,117.211647
109.18,107.455086,528.030029,34.958744,2605,67.938499,158.532318,1005.179993,150.08046,318.431519,285.769989,116.802299
109.150002,109.415154,541.719971,35.146908,2640.870117,67.182076,160.886261,1037.140015,152.006485,326.252502,295.350006,119.428085
107.050003,107.305847,519,34.711159,2581.879883,67.391083,158.253036,1012.630005,149.375595,320.839508,280.290009,118.200058
108.190002,108.778381,528.72998,35.335072,2614.449951,68.157463,160.457367,1018.679993,150.14003,329.177917,283.670013,119.008759
110.18,110.43,536.309998,35.78072,2644.689941,68.983543,161.843796,1029.709961,150.50737,325.814697,288.940002,119.617775
110.57,111.879997,538.400024,35.384586,2662.840088,69.889267,161.813873,1032.640015,151.510086,334.730194,293.970001,120.995567
109.300003,109.089996,519.919983,34.829998,2604.469971,68.276894,158.582199,1009.950012,147.44957,324.501221,288.850006,117.511162
109.379997,110.400002,521.140015,35.117195,2613.159912,69.112938,159.050995,1020.090027,145.732025,320.879333,289.929993,118.599419
109.400002,112.510002,533.960022,35.602459,2656.870117,70.177902,162.222824,1036.5,148.740204,333.167999,298.070007,120.526321
108.68,110.620003,525.309998,35.444008,2642.189941,69.560814,161.983429,1025.060059,147.856598,325.735077,303.670013,119.58783
108.309998,113.370003,533.01001,35.968884,2663.98999,71.79026,163.529465,1037.290039,147.955887,335.804871,309.25,120.875755
109.260002,110.300003,524.77002,35.968884,2656.300049,70.675545,162.472183,1036.040039,147.519058,327.645538,311.649994,120.556274
109.919998,110.209999,524.849976,36.176849,2677.840088,69.739967,163.958359,1046.099976,152.463181,330.123169,307.779999,121.684456
108.870003,110.209999,526.840027,35.978786,2706.389893,69.411522,165.514359,1079.359985,152.423462,335.048615,336.059998,123.601379
106.980003,109.32,523.219971,36.137241,2708.639893,68.655106,166.042999,1075.390015,153.604889,339.307373,334.519989,124.280289
105.57,111.720001,525.059998,36.176849,2693.129883,69.948982,165.294922,1089.449951,150.914413,338.949188,332.700012,123.761124
102.480003,111.470001,524.419983,36.275887,2670.139893,69.670296,163.599289,1077.319946,148.293442,336.988953,327.769989,124.000732
102.580002,110.93,519.849976,36.444241,2670.290039,69.152748,162.063232,1073.810059,149.236603,337.158112,318.690002,124.260315
101.440002,110.410004,513.700012,36.701729,2634.560059,68.794449,160.048416,1022.640015,154.835953,327.426636,307.019989,121.075432
101.150002,109.989998,512.219971,36.325401,2639.399902,69.03331,162.123077,1022.98999,154.359406,341.158142,305.76001,121.015533
103.260002,110.099998,522.719971,36.493755,2666.939941,68.854164,164.257584,1043.310059,154.726746,341.088501,313.980011,126.876114
101.709999,109.400002,524.650024,36.642307,2669.909912,68.665054,162.611816,1031.449951,156.613037,339.187988,311.76001,125.807831
100.940002,108.779999,521.5,36.256081,2648.050049,67.948441,161.783951,1018.580017,153.833221,331.904297,312.459991,126.676437
99.129997,108.779999,517.969971,35.057777,2654.800049,67.928543,163.738922,1040.75,154.796234,327.904266,313.299988,127.305428
97.230003,107.919998,514.789978,34.552708,2635.669922,67.669762,162.292648,1026.050049,153.128342,322.580811,313.359985,126.177238
97.599998,107.239998,511.670013,34.423962,2629.72998,67.620003,162.701584,1026.300049,150.646362,329.048553,311.690002,126.975952
98.989998,108.43,520.400024,34.503189,2663.419922,67.940002,165.883408,1051,152.195114,332.769989,320.089996,127.954384
98.230003,109.370003,523.599976,34.592319,2672.629883,68.5,166.960632,1059.459961,152.294388,338.740204,326.26001,129.052612
96.790001,110.989998,519.929993,34.641834,2671.919922,71,167.459351,1058.589966,152.870209,336.69043,326.890015,129.691589
96.160004,113.410004,531.349976,34.829998,2697.790039,71.949997,170.112534,1088.949951,153.485748,342.790009,330.299988,130.630081
97.269997,114.290001,536.26001,35.040001,2723.070068,72.57,173.334244,1105.469971,154.498383,344.070007,329.600006,130.789825
97.43,113.860001,540.429993,35.5,2727.719971,72.860001,173.603561,1103.380005,154.845871,342.459991,326.459991,131.608521
97.150002,113.900002,539.76001,35.860001,2730.129883,72.620003,171.558823,1106.599976,156.513763,344.589996,328.529999,130.999496
96.800003,113.029999,533.210022,35.689999,2711.449951,72.68,170.45166,1084.869995,156.126572,342.119995,326.130005,130.889679
